source_organization,source_indicator_code,previous_title,previous_decision,content_decision,player_title,plain_language_description,immediate_comprehension_score,gameplay_interest_score,uniqueness_score,reason,player_link_status,player_link_reason
WHO,MH_12,Lowest suicide rate,excluded,excluded,,,,,,Curated out: international suicide-rate comparisons remain vulnerable to uneven registration and underreporting.,not_applicable,Previously excluded from the catalog.
WHO,SA_0000001438,Lowest cancer death rate,excluded,excluded,,,,,,Curated out: 2004 comparison year is too stale.,not_applicable,Previously excluded from the catalog.
WHO,MALARIA_EST_INCIDENCE,Lowest malaria incidence,approved,approved,Fewest new malaria cases per person,"Estimated new malaria cases per 1,000 people at risk during the year.",94,86,86,Approved after clarity review with a plainer title and explicit description.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
WHO,SA_0000001807_AA,Lowest alcohol-attributable death rate,excluded,excluded,,,,,,Curated out: model-heavy attributable-mortality measure is too indirect for gameplay.,not_applicable,Previously excluded from the catalog.
WHO,SA_0000001440,Lowest diabetes death rate,excluded,excluded,,,,,,Curated out: 2004 comparison year is too stale.,not_applicable,Previously excluded from the catalog.
WHO,RS_198,Lowest road-traffic death rate,approved,approved,Lowest road-traffic death rate,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
WHO,MDG_0000000025,Highest skilled birth-attendance rate,approved,approved,Highest skilled birth-attendance rate,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
WHO,WSH_HYGIENE_BASIC,Highest handwashing access,approved,approved,Highest handwashing access,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
WHO,WHS4_154,Highest antenatal-care coverage,approved,approved,Highest prenatal-care coverage,Share of pregnancies receiving the source-defined minimum prenatal-care visits.,92,86,86,Approved after clarity review with a plainer title and explicit description.,needs_exact_url,No verified human-readable deep link showing the exact filtered data is currently stored; category remains non-playable.
WHO,Yth_curr_cig_smoking,Lowest cigarette-smoking rate,excluded,excluded,,,,,,Curated out: low coverage and survey self-reporting make cross-country comparisons too uneven.,not_applicable,Previously excluded from the catalog.
WHO,GDO_q9x1_3,Highest hospital-bed density,excluded,excluded,,,,,,Curated out: low coverage and stale reporting year.,not_applicable,Previously excluded from the catalog.
World Bank,SP.URB.TOTL.IN.ZS,Highest urban population share,excluded,excluded,,,,,,Curated out: exact complement of the retained rural-population-share category.,not_applicable,Previously excluded from the catalog.
World Bank,EN.GHG.CH4.MT.CE.AR5,Highest methane emissions,approved,approved,Highest methane emissions,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
World Bank,EN.GHG.CO2.MT.CE.AR5,Highest total CO₂ emissions,approved,approved,Highest total CO₂ emissions,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
World Bank,SL.UEM.TOTL.ZS,Lowest unemployment,excluded,excluded,,,,,,Curated out: superseded by the direct ILOSTAT unemployment-rate category.,not_applicable,Previously excluded from the catalog.
World Bank,EN.GHG.CO2.PC.CE.AR5,Highest CO₂ emissions per person,approved,approved,Highest CO₂ emissions per person,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
World Bank,IT.NET.USER.ZS,Highest internet usage,excluded,excluded,,,,,,Curated out: indicator relies heavily on uneven survey and national-estimation practices and does not meet the project’s provenance standard.,not_applicable,Previously excluded from the catalog.
World Bank,AG.PRD.CREL.MT,Most cereal produced,excluded,excluded,,,,,,Curated out: superseded by the direct FAOSTAT cereals-production category.,not_applicable,Previously excluded from the catalog.
World Bank,AG.YLD.CREL.KG,Highest cereal yield,excluded,excluded,,,,,,Curated out: superseded by the direct FAOSTAT agricultural-yield library.,not_applicable,Previously excluded from the catalog.
World Bank,SE.XPD.TOTL.GD.ZS,Highest education spending share,excluded,excluded,,,,,,Curated out: superseded by the direct UNESCO UIS education-spending category.,not_applicable,Previously excluded from the catalog.
World Bank,AG.LND.PRCP.MM,Highest average rainfall,approved,approved,Highest average rainfall,,94,91,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
World Bank,SH.STA.SMSS.ZS,Highest safely managed sanitation access,excluded,excluded,,,,,,Curated out: superseded by the direct WHO safely managed sanitation category.,not_applicable,Previously excluded from the catalog.
World Bank,AG.LND.PRCP.MM,Lowest average rainfall,excluded,excluded,,,,,,Curated out: exact inverse of the retained highest-average-rainfall category.,not_applicable,Previously excluded from the catalog.
World Bank,IS.AIR.GOOD.MT.K1,Most air freight,approved,approved,Most air freight,,94,86,86,Approved after title-by-title comprehension and gameplay review; the measure is understandable without specialized statistical knowledge.,exact,Official World Bank indicator page shows the indicator’s country data and chart.
World Bank,NY.GDP.MINR.RT.ZS,Highest mineral-rent dependence,excluded,excluded,,,,,,Curated out: no usable current country observations.,not_applicable,Previously excluded from the catalog.
World Bank,NY.GDP.NGAS.RT.ZS,Highest natural-gas-rent dependence,excluded,excluded,,,,,,Curated out: no usable current country observations.,not_applicable,Previously excluded from the catalog.
World Bank,NY.GDP.PETR.RT.ZS,Highest oil-rent dependence,excluded,excluded,,,,,,Curated out: no usable current country observations.,not_applicable,Previously excluded from the catalog.
World Bank,EG.ELC.RNEW.ZS,Highest renewable electricity share,excluded,excluded,,,,,,Curated out: no usable current country observations.,not_applicable,Previously excluded from the catalog.
World Bank,EG.FEC.RNEW.ZS,Highest renewable energy consumption,excluded,excluded,,,,,,Curated out: no usable current country observations.,not_applicable,Previously excluded from the catalog.
World Bank,SH.STA.TRAF.P5,Lowest road fatality rate,excluded,excluded,,,,,,Curated out: no usable current observations and superseded by the direct WHO road-traffic mortality category.,not_applicable,Previously excluded from the catalog.
World Bank,IS.RRS.GOOD.MT.K6,Most rail freight,excluded,excluded,,,,,,Curated out: no usable current country observations.,not_applicable,Previously excluded from the catalog.
World Bank,IS.RRS.PASG.KM,Most rail passenger travel,excluded,excluded,,,,,,Curated out: no usable current country observations.,not_applicable,Previously excluded from the catalog.
World Bank,IP.PAT.RESD,Most resident patent applications,excluded,excluded,,,,,,Curated out: no usable current country observations.,not_applicable,Previously excluded from the catalog.
