tracker_id,scope_type,category_title,domain,experience_bucket,semantic_family,source_candidate,source_indicator,common_year,country_coverage,integrity,user_note,requested_action,research_status,implementation_status,final_disposition,blocker_or_reason,source_url,validation_requirements,generation_priority_candidate
candidate:120,new_or_repair_candidate,Highest volcano,Geology & natural hazards,,,Smithsonian Global Volcanism Program,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,"Existing validated category; generator currently overexposes, do not remove.",,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:121,new_or_repair_candidate,Most active volcanoes,Geology & natural hazards,,,Smithsonian Global Volcanism Program,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Define active period consistently.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:122,new_or_repair_candidate,Most recorded volcanic eruptions,Geology & natural hazards,,,Smithsonian Global Volcanism Program,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use complete eruption-record definition.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:123,new_or_repair_candidate,Most major earthquakes since 1970,Geology & natural hazards,,,USGS ComCat,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing validated category; title includes threshold/period.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:124,new_or_repair_candidate,Strongest earthquake since 1970,Geology & natural hazards,,,USGS ComCat,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing validated category; title includes period.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:125,new_or_repair_candidate,Most earthquakes above a defined magnitude,Geology & natural hazards,,,USGS ComCat,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,May overlap existing M6+ category; avoid duplicate.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:126,new_or_repair_candidate,Most tsunami events,Geology & natural hazards,,,NOAA NCEI Global Historical Tsunami Database,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Country-event attribution definition required.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:127,new_or_repair_candidate,Most tropical cyclone landfalls,Geology & natural hazards,,,IBTrACS / NOAA,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Use uniform global best-track period/landfall definition.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:128,new_or_repair_candidate,Highest tropical cyclone exposure,Geology & natural hazards,,,World Bank / UNDRR / hazard model,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Composite/model risk; transparent methodology required.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:129,new_or_repair_candidate,Highest share of population exposed to seismic hazard,Geology & natural hazards,,,GEM / World Bank / hazard dataset,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Requires globally consistent exposure model.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,specialty
candidate:130,new_or_repair_candidate,Most geothermal generation,Geology & natural hazards,,,IRENA / EIA,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Energy rather than geology; globally comparable generation.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
candidate:131,new_or_repair_candidate,Highest GDP per person,High-value repairs,,,World Bank,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing approved repair target; highest priority.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:132,new_or_repair_candidate,Fastest economic growth,High-value repairs,,,World Bank,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing repair target.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:133,new_or_repair_candidate,Highest inflation,High-value repairs,,,World Bank / IMF,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing repair target.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:134,new_or_repair_candidate,Highest health spending per person,High-value repairs,,,World Bank / WHO,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing repair target.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:135,new_or_repair_candidate,Highest exports share of GDP,High-value repairs,,,World Bank,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing repair target.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,anchor
candidate:136,new_or_repair_candidate,Largest services trade,High-value repairs,,,World Bank / WTO,,,,unvalidated_candidate,,research_and_validate,candidate_logged,pending_source_validation,,Existing repair target; define total.,,Definition first; source/license/provenance; 195-country normalization; coverage/ranking completeness; tie safety; semantic/player-quality review; no manual gap-filling.,standard
